"state","date_updated","new_cases","tot_cases","Administered","Series_Complete_Yes","Additional_Doses"
AK,"12/17/2020",3417,41855,2,0,""
AK,"12/24/2020",2223,44078,8578,0,""
AK,"12/31/2020",1724,45802,14550,0,""
AK,"01/07/2021",2026,47828,21830,0,""
AK,"01/14/2021",1973,49801,42596,0,""
AK,"01/21/2021",1377,51178,71907,0,""
AK,"01/28/2021",1181,52359,105858,0,""
AK,"02/04/2021",946,53305,129936,0,""
AK,"02/11/2021",989,54294,162273,0,""
AK,"02/18/2021",807,55101,199151,0,""
AK,"02/25/2021",885,55986,249559,0,""
AK,"03/04/2021",876,56862,276891,0,""
AK,"03/11/2021",910,57772,313365,122197,""
AK,"03/18/2021",914,58686,351093,138464,""
AK,"03/25/2021",944,59630,384503,150980,""
AK,"04/01/2021",1186,60816,411529,165325,""
AK,"04/08/2021",1208,62024,443287,186597,""
AK,"04/15/2021",1113,63137,499815,225221,""
AK,"04/22/2021",1146,64283,530134,242474,""
AK,"04/29/2021",1042,65325,550524,255008,""
AK,"05/06/2021",731,66056,567031,265869,""
AK,"05/13/2021",565,66621,578970,273310,""
AK,"05/20/2021",453,67074,593159,279464,""
AK,"05/27/2021",297,67371,605559,284731,""
AK,"06/03/2021",230,67601,614726,289158,""
AK,"06/10/2021",185,67786,625893,296184,""
AK,"06/17/2021",155,67941,636187,302820,""
AK,"06/24/2021",237,68178,643516,307246,""
AK,"07/01/2021",257,68435,660235,314489,""
AK,"07/08/2021",313,68748,679337,323717,""
AK,"07/15/2021",572,69320,685764,327289,""
AK,"07/22/2021",1199,70519,689556,329981,""
AK,"07/29/2021",1546,72065,695163,332136,""
AK,"08/05/2021",1892,73957,701729,334716,""
AK,"08/12/2021",2112,76069,706538,336622,""
AK,"08/19/2021",3001,79070,714088,339825,""
AK,"08/26/2021",3357,82427,723342,343274,0
AK,"09/02/2021",3651,86078,733429,346399,0
AK,"09/09/2021",4264,90342,749630,351799,0
AK,"09/16/2021",4887,95229,761075,355707,0
AK,"09/23/2021",6258,101487,775149,363764,0
AK,"09/30/2021",8436,109923,792368,370114,0
AK,"10/07/2021",5744,115667,807903,373411,0
AK,"10/14/2021",6177,121844,820703,376113,0
AK,"10/21/2021",5530,127374,847207,380783,37109
AK,"10/28/2021",4625,131999,863531,384105,47708
AK,"11/04/2021",4134,136133,879619,386038,59695
AK,"11/11/2021",3391,139524,906157,389235,78209
AK,"11/18/2021",2919,142443,930894,393233,89557
AK,"11/25/2021",2349,144792,946031,395164,98481
AK,"12/02/2021",1716,146508,963790,398122,107907
AK,"12/09/2021",1510,148018,985628,404199,119007
AK,"12/16/2021",1219,149237,1001669,407929,128271
AK,"12/23/2021",1046,150283,1015137,410287,136704
AK,"12/30/2021",2080,152363,1024695,412110,142456
AK,"01/06/2022",5523,157886,1033747,413827,147814
AK,"01/13/2022",12166,170052,1045775,416173,155021
AK,"01/20/2022",15735,185787,1055678,424625,160973
AK,"01/27/2022",16839,202626,1064346,426170,166328
AK,"02/03/2022",13422,216048,1065664,436875,174850
AK,"02/10/2022",8117,224165,1069743,437871,176958
AK,"02/17/2022",3958,228123,1089446,444386,180070
AK,"02/24/2022",2684,230807,1093808,445530,181923
AK,"03/03/2022",2091,232898,1096842,446380,183296
AK,"03/10/2022",2440,235338,1106099,448898,187318
AK,"03/17/2022",1407,236745,1108082,449380,188128
AK,"03/24/2022",1423,238168,1112545,450551,189845
AK,"03/31/2022",1445,239613,1115657,451313,191069
AK,"04/07/2022",1377,240990,1124251,452443,192845
AK,"04/14/2022",1237,242227,1130226,453043,193865
AK,"04/21/2022",1513,243740,1137994,454876,195254
AK,"04/28/2022",1425,245165,1143255,455411,196302
AK,"05/05/2022",1417,246582,1148357,456039,197303
AK,"05/12/2022",1539,248121,1152507,457317,199905
AK,"05/19/2022",1697,249818,1156712,457873,200659
AK,"05/26/2022",1881,251699,1161182,458442,201687
AK,"06/02/2022",1944,253643,1165055,459024,202603
AK,"06/09/2022",2057,255700,1168522,459509,203591
AK,"06/16/2022",1982,257682,1171773,459810,204412
AL,"12/17/2020",25453,305640,193,0,""
AL,"12/24/2020",28929,334569,15857,0,""
AL,"12/31/2020",22251,356820,26711,0,""
AL,"01/07/2021",27365,384185,48888,0,""
AL,"01/14/2021",26811,410996,92300,0,""
AL,"01/21/2021",18659,429655,165919,0,""
AL,"01/28/2021",19432,449087,278993,0,""
AL,"02/04/2021",15974,465061,408428,0,""
AL,"02/11/2021",10954,476015,543237,0,""
AL,"02/18/2021",7162,483177,672038,0,""
AL,"02/25/2021",6988,490165,864757,0,""
AL,"03/04/2021",6979,497144,1032171,0,""
AL,"03/11/2021",4256,501400,1209802,452746,""
AL,"03/18/2021",8065,509465,1390066,533375,""
AL,"03/25/2021",3204,512669,1579091,600666,""
AL,"04/01/2021",2684,515353,1771979,673773,""
AL,"04/08/2021",2095,517448,1976344,764450,""
AL,"04/15/2021",3311,520759,2207392,893002,""
AL,"04/22/2021",3546,524305,2394304,1010415,""
AL,"04/29/2021",2780,527085,2559938,1121348,""
AL,"05/06/2021",2374,529459,2673181,1201303,""
AL,"05/13/2021",2289,531748,2831853,1314534,""
AL,"05/20/2021",9142,540890,2939161,1382327,""
AL,"05/27/2021",1938,542828,3007387,1423605,""
AL,"06/03/2021",1760,544588,3025695,1435719,""
AL,"06/10/2021",2241,546829,3064250,1460230,""
AL,"06/17/2021",1476,548305,3253283,1546119,""
AL,"06/24/2021",1091,549396,3308713,1574676,""
AL,"07/01/2021",1583,550979,3365396,1601802,""
AL,"07/08/2021",1932,552911,3402487,1623114,""
AL,"07/15/2021",3702,556613,3448153,1645083,""
AL,"07/22/2021",7331,563944,3494632,1662812,""
AL,"07/29/2021",13519,577463,3557966,1677279,""
AL,"08/05/2021",18353,595816,3651071,1697144,""
AL,"08/12/2021",23936,619752,3748680,1720455,""
AL,"08/19/2021",26099,645851,3857905,1759489,""
AL,"08/26/2021",19802,665653,3988529,1813256,0
AL,"09/02/2021",38767,704420,4158442,1891063,0
AL,"09/09/2021",27734,732154,4255847,1940044,0
AL,"09/16/2021",25739,757893,4359022,1997364,0
AL,"09/23/2021",20656,778549,4441961,2045238,0
AL,"09/30/2021",16224,794773,4532608,2089852,0
AL,"10/07/2021",9478,804251,4604007,2118943,0
AL,"10/14/2021",6249,810500,4669623,2144120,0
AL,"10/21/2021",5498,815998,4732829,2165154,134615
AL,"10/28/2021",12645,828643,4827200,2187378,186912
AL,"11/04/2021",4838,833481,4926067,2204677,247798
AL,"11/11/2021",3858,837339,4999699,2219423,290592
AL,"11/18/2021",3595,840934,5105635,2237829,350133
AL,"11/25/2021",3272,844206,5191035,2254666,393964
AL,"12/02/2021",2100,846306,5269173,2268570,434119
AL,"12/09/2021",3792,850098,5379834,2288180,495138
AL,"12/16/2021",4786,854884,5465558,2306267,542978
AL,"12/23/2021",6226,861110,5549319,2321403,591412
AL,"12/30/2021",19197,880307,5624234,2335344,632174
AL,"01/06/2022",51943,932250,5695747,2349085,668394
AL,"01/13/2022",72372,1004622,5771935,2363643,708033
AL,"01/20/2022",83748,1088370,5831563,2397146,736300
AL,"01/27/2022",73560,1161930,5935375,2418268,789208
AL,"02/03/2022",67370,1229300,5975361,2429527,806102
AL,"02/10/2022",24732,1254032,6007170,2440010,818351
AL,"02/17/2022",13876,1267908,6063958,2451886,830302
AL,"02/24/2022",7449,1275357,6087103,2459363,839556
AL,"03/03/2022",6249,1281606,6108052,2466221,847841
AL,"03/10/2022",6217,1287823,6124293,2471885,853746
AL,"03/17/2022",2315,1290138,6138900,2477117,858951
AL,"03/24/2022",1789,1291927,6149794,2480282,863092
AL,"03/31/2022",3088,1295015,6163615,2484171,868156
AL,"04/07/2022",1271,1296286,6189250,2488817,874229
AL,"04/14/2022",1106,1297392,6216804,2493334,879644
AL,"04/21/2022",1245,1298637,6251443,2500762,886245
AL,"04/28/2022",1637,1300274,6270477,2503983,890271
AL,"05/05/2022",1530,1301804,6290805,2507427,894412
AL,"05/12/2022",2023,1303827,6309333,2510739,898250
AL,"05/19/2022",2835,1306662,6330112,2514114,902534
AL,"05/26/2022",3859,1310521,6351550,2517736,906948
AL,"06/02/2022",5413,1315934,6368601,2520854,910788
AL,"06/09/2022",7023,1322957,6386398,2524132,915001
AL,"06/16/2022",8495,1331452,6402751,2527041,918815
AR,"12/17/2020",15451,192416,4,0,""
AR,"12/24/2020",14873,207289,19773,0,""
AR,"12/31/2020",15229,222518,33802,0,""
AR,"01/07/2021",19429,241947,40879,0,""
AR,"01/14/2021",19328,261275,118338,0,""
AR,"01/21/2021",14198,275473,173312,0,""
AR,"01/28/2021",12587,288060,252824,0,""
AR,"02/04/2021",11525,299585,338227,0,""
AR,"02/11/2021",9359,308944,430803,0,""
AR,"02/18/2021",4378,313322,490737,0,""
AR,"02/25/2021",3238,316560,572553,0,""
AR,"03/04/2021",7403,323963,704368,0,""
AR,"03/11/2021",2284,326247,800091,285811,""
AR,"03/18/2021",2067,328314,929862,324554,""
AR,"03/25/2021",1431,329745,1056307,366664,""
AR,"04/01/2021",1172,330917,1209965,432735,""
AR,"04/08/2021",1074,331991,1379591,518824,""
AR,"04/15/2021",1163,333154,1535135,606113,""
AR,"04/22/2021",1378,334532,1667028,683800,""
AR,"04/29/2021",1234,335766,1772085,754913,""
AR,"05/06/2021",1488,337254,1860521,813144,""
AR,"05/13/2021",1299,338553,1928682,859154,""
AR,"05/20/2021",1339,339892,1991127,894806,""
AR,"05/27/2021",1286,341178,2050759,925698,""
AR,"06/03/2021",992,342170,2089146,946639,""
AR,"06/10/2021",1251,343421,2130617,969859,""
AR,"06/17/2021",1741,345162,2168127,993850,""
AR,"06/24/2021",1908,347070,2200842,1013056,""
AR,"07/01/2021",2822,349892,2240617,1033763,""
AR,"07/08/2021",3771,353663,2269110,1046644,""
AR,"07/15/2021",7084,360747,2304153,1060174,""
AR,"07/22/2021",8272,369019,2354411,1074872,""
AR,"07/29/2021",12451,381470,2421801,1092321,""
AR,"08/05/2021",13834,395304,2509004,1121950,""
AR,"08/12/2021",16339,411643,2581762,1147261,""
AR,"08/19/2021",15039,426682,2664313,1183159,""
AR,"08/26/2021",15663,442345,2745701,1225762,0
AR,"09/02/2021",14878,457223,2822186,1267963,0
AR,"09/09/2021",11928,469151,2876898,1300042,0
AR,"09/16/2021",11569,480720,2931509,1332063,0
AR,"09/23/2021",9115,489835,2974638,1358170,0
AR,"09/30/2021",6819,496654,3018302,1375964,0
AR,"10/07/2021",5112,501766,3074757,1392755,0
AR,"10/14/2021",4615,506381,3120801,1406742,0
AR,"10/21/2021",3985,510366,3161353,1420440,95994
AR,"10/28/2021",3110,513476,3216545,1442790,129675
AR,"11/04/2021",3122,516598,3287738,1454573,175951
AR,"11/11/2021",3313,519911,3358664,1465088,219925
AR,"11/18/2021",4477,524388,3416560,1473064,251831
AR,"11/25/2021",3648,528036,3474961,1480277,286457
AR,"12/02/2021",3879,531915,3549259,1493672,326085
AR,"12/09/2021",5636,537551,3633151,1510981,373384
AR,"12/16/2021",4931,542482,3690809,1524211,405390
AR,"12/23/2021",5681,548163,3754611,1536411,441691
AR,"12/30/2021",11305,559468,3800076,1545513,467224
AR,"01/06/2022",30310,589778,3847782,1554295,492691
AR,"01/13/2022",50319,640097,3903085,1563487,523640
AR,"01/20/2022",62896,702993,3951478,1578650,550444
AR,"01/27/2022",46255,749248,3985893,1586373,568492
AR,"02/03/2022",30339,779587,4005835,1591841,577912
AR,"02/10/2022",9671,789258,4033703,1599938,590714
AR,"02/17/2022",9355,798613,4060791,1606459,598043
AR,"02/24/2022",6077,804690,4081816,1612690,607066
AR,"03/03/2022",3937,808627,4094036,1616163,612459
AR,"03/10/2022",2661,811288,4104598,1619551,616875
AR,"03/17/2022",2840,814128,4115482,1623014,621200
AR,"03/24/2022",3671,817799,4128209,1626593,626384
AR,"03/31/2022",868,818667,4134976,1628268,629516
AR,"04/07/2022",800,819467,4157758,1631579,634570
AR,"04/14/2022",866,820333,4181507,1634605,639147
AR,"04/21/2022",829,821162,4209797,1638155,644586
AR,"04/28/2022",1074,822236,4232797,1641408,649641
AR,"05/05/2022",1140,823376,4250249,1643845,652953
AR,"05/12/2022",1465,824841,4265281,1646482,656098
AR,"05/19/2022",1881,826722,4281102,1649083,659278
AR,"05/26/2022",2276,828998,4297198,1651557,662664
AR,"06/02/2022",2153,831151,4308639,1653457,665434
AR,"06/09/2022",3948,835099,4324520,1656070,668821
AR,"06/16/2022",4355,839454,4333404,1657535,671001
AS,"12/17/2020",0,0,0,0,""
AS,"12/24/2020",0,0,570,0,""
AS,"12/31/2020",0,0,972,0,""
AS,"01/07/2021",0,0,1161,0,""
AS,"01/14/2021",0,0,2971,0,""
AS,"01/21/2021",0,0,5664,0,""
AS,"01/28/2021",0,0,9085,0,""
AS,"02/04/2021",0,0,11257,0,""
AS,"02/11/2021",0,0,13513,0,""
AS,"02/18/2021",0,0,16269,0,""
AS,"02/25/2021",0,0,19739,0,""
AS,"03/04/2021",0,0,21625,0,""
AS,"03/11/2021",0,0,23696,8706,""
AS,"03/18/2021",0,0,24300,9025,""
AS,"03/25/2021",0,0,27864,10566,""
AS,"04/01/2021",0,0,31167,13406,""
AS,"04/08/2021",0,0,32904,14338,""
AS,"04/15/2021",0,0,34786,15239,""
AS,"04/22/2021",0,0,36093,15849,""
AS,"04/29/2021",0,0,38337,16914,""
AS,"05/06/2021",0,0,39268,17399,""
AS,"05/13/2021",0,0,40091,17911,""
AS,"05/20/2021",0,0,41461,18657,""
AS,"05/27/2021",0,0,42511,19250,""
AS,"06/03/2021",0,0,43052,19403,""
AS,"06/10/2021",0,0,43401,19591,""
AS,"06/17/2021",0,0,44646,20249,""
AS,"06/24/2021",0,0,45749,20792,""
AS,"07/01/2021",0,0,46780,21291,""
AS,"07/08/2021",0,0,47735,21714,""
AS,"07/15/2021",0,0,49122,22423,""
AS,"07/22/2021",0,0,50065,22868,""
AS,"07/29/2021",0,0,51670,23559,""
AS,"08/05/2021",0,0,52559,24043,""
AS,"08/12/2021",0,0,53169,24310,""
AS,"08/19/2021",0,0,54647,25091,""
AS,"08/26/2021",0,0,55562,25562,0
AS,"09/02/2021",0,0,55576,25574,0
AS,"09/09/2021",0,0,57755,26359,0
AS,"09/16/2021",0,0,58463,26666,0
AS,"09/23/2021",1,1,60516,27582,0
AS,"09/30/2021",0,1,62048,28433,0
AS,"10/07/2021",2,3,63123,29163,0
AS,"10/14/2021",0,3,63952,29791,0
AS,"10/21/2021",0,3,65441,30797,20
AS,"10/28/2021",1,4,65651,30937,62
AS,"11/04/2021",0,4,66045,31042,317
AS,"11/11/2021",0,4,66588,31182,621
AS,"11/18/2021",1,5,66939,31274,850
AS,"11/25/2021",0,5,67553,31351,1268
AS,"12/02/2021",5,10,67867,31395,1473
AS,"12/09/2021",0,10,71187,31594,2294
AS,"12/16/2021",0,10,73265,31826,2864
AS,"12/23/2021",1,11,74926,32029,3325
AS,"12/30/2021",0,11,75819,32705,3406
AS,"01/06/2022",0,11,79194,34947,3800
AS,"01/13/2022",7,18,81421,36121,4272
AS,"01/20/2022",0,18,82614,36601,4643
AS,"01/27/2022",0,18,83333,36947,4936
AS,"02/03/2022",4,22,84311,37547,5178
AS,"02/10/2022",35,57,85247,37890,5538
AS,"02/17/2022",0,57,85779,38024,5840
AS,"02/24/2022",15,72,86358,38167,6168
AS,"03/03/2022",74,146,88863,38450,8087
AS,"03/10/2022",206,352,93864,39008,11880
AS,"03/17/2022",427,779,99524,39734,16124
AS,"03/24/2022",1214,1993,102185,40116,18146
AS,"03/31/2022",1490,3483,104022,40484,19418
AS,"04/07/2022",1535,5018,105490,40756,20453
AS,"04/14/2022",518,5536,107224,41214,21535
AS,"04/21/2022",127,5663,107565,41283,21758
AS,"04/28/2022",154,5817,108332,41405,22161
AS,"05/05/2022",56,5873,109529,41615,22753
AS,"05/12/2022",118,5991,109971,41670,22963
AS,"05/19/2022",74,6065,110403,41752,23156
AS,"05/26/2022",45,6110,110671,41796,23276
AS,"06/02/2022",82,6192,110979,41839,23403
AS,"06/09/2022",0,6192,111252,41889,23495
AS,"06/16/2022",78,6270,111347,41903,23527
AZ,"12/17/2020",46684,429285,3,0,""
AZ,"12/24/2020",43988,473273,16701,0,""
AZ,"12/31/2020",39216,512489,43667,0,""
AZ,"01/07/2021",62191,574680,88266,0,""
AZ,"01/14/2021",67049,641729,173665,0,""
AZ,"01/21/2021",48815,690544,303899,0,""
AZ,"01/28/2021",48017,738561,487149,0,""
AZ,"02/04/2021",28818,767379,686116,0,""
AZ,"02/11/2021",21883,789262,941575,0,""
AZ,"02/18/2021",11793,801055,1202770,0,""
AZ,"02/25/2021",10913,811968,1607544,0,""
AZ,"03/04/2021",7848,819816,1979929,0,""
AZ,"03/11/2021",8652,828468,2350374,792205,""
AZ,"03/18/2021",5391,833859,2755436,978991,""
AZ,"03/25/2021",3969,837828,3106598,1108397,""
AZ,"04/01/2021",3979,841807,3512579,1267484,""
AZ,"04/08/2021",4424,846231,3901177,1453432,""
AZ,"04/15/2021",5034,851265,4306602,1670496,""
AZ,"04/22/2021",4539,855804,4688598,1883233,""
AZ,"04/29/2021",4968,860772,5024348,2078095,""
AZ,"05/06/2021",5236,866008,5259733,2222457,""
AZ,"05/13/2021",4603,870611,5497137,2380200,""
AZ,"05/20/2021",3951,874562,5687093,2482237,""
AZ,"05/27/2021",3750,878312,5879403,2579485,""
AZ,"06/03/2021",3868,882180,5997066,2638935,""
AZ,"06/10/2021",2822,885002,6122967,2709020,""
AZ,"06/17/2021",2971,887973,6292764,2808680,""
AZ,"06/24/2021",3052,891025,6394880,2865109,""
AZ,"07/01/2021",3847,894872,6768593,3140316,""
AZ,"07/08/2021",3411,898283,6842949,3181391,""
AZ,"07/15/2021",5568,903851,6918832,3221874,""
AZ,"07/22/2021",7611,911462,6988716,3254456,""
AZ,"07/29/2021",9983,921445,7068316,3283173,""
AZ,"08/05/2021",14202,935647,7160555,3314379,""
AZ,"08/12/2021",17150,952797,7253931,3348704,""
AZ,"08/19/2021",20128,972925,7361667,3394936,""
AZ,"08/26/2021",18384,991309,7489034,3448771,0
AZ,"09/02/2021",25354,1016663,7602465,3499085,0
AZ,"09/09/2021",20350,1037013,7924996,3592704,0
AZ,"09/16/2021",18906,1055919,8029150,3639739,0
AZ,"09/23/2021",16944,1072863,8119649,3683438,0
AZ,"09/30/2021",17976,1090839,8214287,3718393,0
AZ,"10/07/2021",17991,1108830,8343353,3754440,0
AZ,"10/14/2021",15879,1124709,8464145,3788304,0
AZ,"10/21/2021",14918,1139627,8578327,3819100,234894
AZ,"10/28/2021",17104,1156731,8727934,3851270,313855
AZ,"11/04/2021",18789,1175520,8893654,3881149,413201
AZ,"11/11/2021",23757,1199277,9070317,3910633,513092
AZ,"11/18/2021",24615,1223892,9274451,3939188,612944
AZ,"11/25/2021",28356,1252248,9458251,3961885,707024
AZ,"12/02/2021",20695,1272943,9670070,3995852,816828
AZ,"12/09/2021",28655,1301598,9908217,4043529,939650
AZ,"12/16/2021",22399,1323997,10140601,4090649,1055725
AZ,"12/23/2021",20186,1344183,10336743,4123464,1162746
AZ,"12/30/2021",23897,1368080,10491351,4149298,1245470
AZ,"01/06/2022",51482,1419562,10637900,4176104,1321221
AZ,"01/13/2022",104801,1524363,10818113,4207031,1414675
AZ,"01/20/2022",141828,1666191,10971347,4243285,1494929
AZ,"01/27/2022",133312,1799503,11104916,4266592,1562692
AZ,"02/03/2022",87038,1886541,11224516,4291956,1618865
AZ,"02/10/2022",45101,1931642,11335833,4321178,1661770
AZ,"02/17/2022",25443,1957085,11443192,4345647,1692335
AZ,"02/24/2022",14593,1971678,11508661,4364444,1717119
AZ,"03/03/2022",5212,1976890,11569674,4381765,1739485
AZ,"03/10/2022",10428,1987318,11617378,4394704,1756454
AZ,"03/17/2022",5153,1992471,11662231,4406487,1771872
AZ,"03/24/2022",4566,1997037,11729275,4426324,1790990
AZ,"03/31/2022",10143,2007180,11762910,4434102,1802786
AZ,"04/07/2022",6828,2014008,11840016,4443840,1819640
AZ,"04/14/2022",2721,2016729,11931113,4453558,1837594
AZ,"04/21/2022",2437,2019166,12032371,4469891,1857541
AZ,"04/28/2022",2358,2021524,12103243,4478221,1871498
AZ,"05/05/2022",3911,2025435,12167840,4485933,1884277
AZ,"05/12/2022",5490,2030925,12230590,4494479,1897297
AZ,"05/19/2022",7204,2038129,12285388,4500891,1908431
AZ,"05/26/2022",11498,2049627,12355928,4508947,1921796
AZ,"06/02/2022",13042,2062669,12407069,4515289,1933840
AZ,"06/09/2022",14677,2077346,12459198,4521912,1946428
AZ,"06/16/2022",16334,2093680,12537556,4532807,1964528
CA,"12/17/2020",263456,1725293,273,0,""
CA,"12/24/2020",305346,2030639,174110,0,""
CA,"12/31/2020",271394,2302033,333373,0,""
CA,"01/07/2021",280190,2582223,528173,0,""
CA,"01/14/2021",311715,2893938,975293,0,""
CA,"01/21/2021",247717,3141655,1633875,0,""
CA,"01/28/2021",158085,3299740,2746876,0,""
CA,"02/04/2021",116793,3416533,3723803,0,""
CA,"02/11/2021",85768,3502301,5134864,0,""
CA,"02/18/2021",55859,3558160,6496140,0,""
CA,"02/25/2021",41568,3599728,8064121,0,""
CA,"03/04/2021",31409,3631137,9860209,0,""
CA,"03/11/2021",30321,3661458,11220508,3541495,""
CA,"03/18/2021",20425,3681883,13563094,4517256,""
CA,"03/25/2021",19942,3701825,16062266,5481297,""
CA,"04/01/2021",18777,3720602,18604164,6485628,""
CA,"04/08/2021",19249,3739851,21243518,7599559,""
CA,"04/15/2021",22245,3762096,24242205,8959332,""
CA,"04/22/2021",16765,3778861,27384986,10493528,""
CA,"04/29/2021",13730,3792591,29957450,11796688,""
CA,"05/06/2021",13050,3805641,31997303,13017480,""
CA,"05/13/2021",12391,3818032,34085597,14471012,""
CA,"05/20/2021",9853,3827885,36053888,15717779,""
CA,"05/27/2021",8675,3836560,37669020,16664687,""
CA,"06/03/2021",10462,3847022,38637246,17205248,""
CA,"06/10/2021",6655,3853677,39765872,17903416,""
CA,"06/17/2021",6091,3859768,41042422,18751239,""
CA,"06/24/2021",6574,3866342,41839888,19213533,""
CA,"07/01/2021",8885,3875227,42771685,19746626,""
CA,"07/08/2021",11566,3886793,43307094,20016280,""
CA,"07/15/2021",21654,3908447,43868821,20309600,""
CA,"07/22/2021",36201,3944648,44375374,20553610,""
CA,"07/29/2021",53665,3998313,44934366,20792219,""
CA,"08/05/2021",72029,4070342,45571605,21054022,""
CA,"08/12/2021",85690,4156032,46165206,21293344,""
CA,"08/19/2021",94842,4250874,46827191,21559379,""
CA,"08/26/2021",94848,4345722,47513370,21853184,0
CA,"09/02/2021",106976,4452698,48220341,22167559,0
CA,"09/09/2021",75232,4527930,48768666,22423380,0
CA,"09/16/2021",70831,4598761,49388334,22731897,0
CA,"09/23/2021",58633,4657394,50100113,23093239,0
CA,"09/30/2021",52063,4709457,50639664,23302641,0
CA,"10/07/2021",45783,4755240,51458972,23536277,0
CA,"10/14/2021",39795,4795035,52177437,23734748,0
CA,"10/21/2021",37626,4832661,52869188,23923585,1381200
CA,"10/28/2021",44167,4876828,53719846,24126229,1831761
CA,"11/04/2021",43068,4919896,54856323,24321573,2539744
CA,"11/11/2021",43531,4963427,55978004,24498908,3158797
CA,"11/18/2021",36600,5000027,57552889,24692255,3970547
CA,"11/25/2021",35113,5035140,58715000,24827738,4624112
CA,"12/02/2021",32117,5067257,60030910,25059980,5353570
CA,"12/09/2021",49647,5116904,61693063,25429366,6258488
CA,"12/16/2021",43870,5160774,63218101,25742732,7113800
CA,"12/23/2021",65862,5226636,64690197,25970014,7985668
CA,"12/30/2021",185504,5412140,65589033,26105670,8505080
CA,"01/06/2022",420444,5832584,66900191,26324995,9256911
CA,"01/13/2022",790954,6623538,68198299,26526203,10014068
CA,"01/20/2022",788494,7412032,69549938,26949777,10735572
CA,"01/27/2022",708364,8120396,68753647,27195305,12097297
CA,"02/03/2022",396396,8516792,69566351,27354924,12536435
CA,"02/10/2022",209866,8726658,70204178,27502666,12850826
CA,"02/17/2022",113165,8839823,70881293,27662976,13074551
CA,"02/24/2022",74290,8914113,71306336,27773615,13266791
CA,"03/03/2022",54026,8968139,71671126,27867605,13507985
CA,"03/10/2022",46754,9014893,71979632,27941666,13638595
CA,"03/17/2022",19736,9034629,72240851,28009145,13745440
CA,"03/24/2022",31218,9065847,72454498,28057264,13845738
CA,"03/31/2022",18983,9084830,72651052,28100914,13934071
CA,"04/07/2022",20318,9105148,73084268,28151525,14035604
CA,"04/14/2022",9765,9114913,73790862,28284798,14188826
CA,"04/21/2022",40145,9155058,74469932,28400258,14326263
CA,"04/28/2022",43476,9198534,74886586,28448691,14410612
CA,"05/05/2022",48470,9247004,75301643,28489541,14493339
CA,"05/12/2022",60410,9307414,75582187,28593661,15015263
CA,"05/19/2022",77897,9385311,75982004,28627057,15096325
CA,"05/26/2022",108013,9493324,76413202,28662542,15193731
CA,"06/02/2022",109178,9602502,76757440,28693693,15301159
CA,"06/09/2022",114609,9717111,77098230,28724839,15403543
CA,"06/16/2022",121961,9839072,77391976,28752801,15494774
CO,"12/17/2020",22623,316536,351,0,""
CO,"12/24/2020",17252,333788,43762,0,""
CO,"12/31/2020",13697,347485,82694,0,""
CO,"01/07/2021",16083,363568,130379,0,""
CO,"01/14/2021",16469,380037,254706,0,""
CO,"01/21/2021",11987,392024,353194,0,""
CO,"01/28/2021",10395,402419,495706,0,""
CO,"02/04/2021",9245,411664,638923,0,""
CO,"02/11/2021",8790,420454,815108,0,""
CO,"02/18/2021",7040,427494,1053041,0,""
CO,"02/25/2021",7664,435158,1294236,0,""
CO,"03/04/2021",7290,442448,1494910,0,""
CO,"03/11/2021",6816,449264,1764066,640244,""
CO,"03/18/2021",6403,455667,2029213,765933,""
CO,"03/25/2021",7929,463596,2388899,912807,""
CO,"04/01/2021",8707,472303,2746030,1028324,""
CO,"04/08/2021",10504,482807,3129702,1181330,""
CO,"04/15/2021",11029,493836,3583563,1379177,""
CO,"04/22/2021",11739,505575,4003990,1596141,""
CO,"04/29/2021",11892,517467,4388497,1824323,""
CO,"05/06/2021",10170,527637,4711738,2045903,""
CO,"05/13/2021",8872,536509,5015042,2271616,""
CO,"05/20/2021",6011,542520,5285343,2435657,""
CO,"05/27/2021",5333,547853,5519571,2559111,""
CO,"06/03/2021",3319,551172,5662462,2637501,""
CO,"06/10/2021",3135,554307,5805820,2728692,""
CO,"06/17/2021",2454,556761,5978822,2847420,""
CO,"06/24/2021",2284,559045,6089509,2917366,""
CO,"07/01/2021",2421,561466,6203544,2992902,""
CO,"07/08/2021",2399,563865,6265592,3030014,""
CO,"07/15/2021",3061,566926,6331710,3066574,""
CO,"07/22/2021",3841,570767,6388375,3096731,""
CO,"07/29/2021",5201,575968,6449405,3123919,""
CO,"08/05/2021",6573,582541,6520732,3152572,""
CO,"08/12/2021",7658,590199,6587689,3179819,""
CO,"08/19/2021",9127,599326,6670461,3214152,""
CO,"08/26/2021",11494,610820,6754208,3251094,0
CO,"09/02/2021",12624,623444,6838786,3284900,0
CO,"09/09/2021",12341,635785,6924521,3320862,0
CO,"09/16/2021",14222,650007,7011329,3356631,0
CO,"09/23/2021",13155,663162,7086638,3389188,0
CO,"09/30/2021",13084,676246,7177109,3419720,0
CO,"10/07/2021",14731,690977,7292850,3451022,0
CO,"10/14/2021",15588,706565,7399472,3479166,0
CO,"10/21/2021",15489,722054,7499427,3506463,279350
CO,"10/28/2021",19241,741295,7651943,3537500,379441
CO,"11/04/2021",21058,762353,7839543,3561456,517803
CO,"11/11/2021",24528,786881,8031754,3583434,644230
CO,"11/18/2021",24094,810975,8284177,3605359,794794
