"state","date_updated","new_cases","tot_cases","Administered","Series_Complete_Yes","Additional_Doses"
GA,"05/05/2022",6687,2521385,14947190,5815941,2189274
GA,"05/12/2022",9360,2530745,15004890,5825301,2204840
GA,"05/19/2022",10939,2541684,15076586,5835952,2224705
GA,"05/26/2022",14332,2556016,15130296,5843680,2239895
GA,"06/02/2022",15043,2571059,15181534,5851416,2255382
GA,"06/09/2022",17715,2588774,15235731,5860372,2271304
GA,"06/16/2022",19387,2608161,15284156,5868392,2285451
GU,"12/17/2020",129,7168,0,0,""
GU,"12/24/2020",89,7257,1907,0,""
GU,"12/31/2020",51,7308,2118,0,""
GU,"01/07/2021",70,7378,3791,0,""
GU,"01/14/2021",66,7444,3791,0,""
GU,"01/21/2021",77,7521,3791,0,""
GU,"01/28/2021",47,7568,19520,0,""
GU,"02/04/2021",50,7618,26068,0,""
GU,"02/11/2021",55,7673,33993,0,""
GU,"02/18/2021",30,7703,42671,0,""
GU,"02/25/2021",26,7729,52661,0,""
GU,"03/04/2021",16,7745,56131,0,""
GU,"03/11/2021",11,7756,62062,25258,""
GU,"03/18/2021",20,7776,70056,30003,""
GU,"03/25/2021",13,7789,79350,31248,""
GU,"04/01/2021",18,7807,88590,32234,""
GU,"04/08/2021",21,7828,97187,34813,""
GU,"04/15/2021",28,7856,107691,40329,""
GU,"04/22/2021",53,7909,119005,47193,""
GU,"04/29/2021",50,7959,128681,53414,""
GU,"05/06/2021",61,8020,134208,56991,""
GU,"05/13/2021",43,8063,145571,64698,""
GU,"05/20/2021",61,8124,150364,67710,""
GU,"05/27/2021",30,8154,155385,70177,""
GU,"06/03/2021",39,8193,161786,73767,""
GU,"06/10/2021",37,8230,169333,77546,""
GU,"06/17/2021",36,8266,177032,82530,""
GU,"06/24/2021",50,8316,181112,85186,""
GU,"07/01/2021",50,8366,189680,90755,""
GU,"07/08/2021",57,8423,192503,92457,""
GU,"07/15/2021",50,8473,196106,94649,""
GU,"07/22/2021",27,8500,198645,96279,""
GU,"07/29/2021",29,8529,201341,97823,""
GU,"08/05/2021",123,8652,203698,99201,""
GU,"08/12/2021",213,8865,205529,100259,""
GU,"08/19/2021",335,9200,207345,101093,""
GU,"08/26/2021",667,9867,212120,103132,0
GU,"09/02/2021",1042,10909,216899,104550,0
GU,"09/09/2021",910,11819,220116,105653,0
GU,"09/16/2021",1326,13145,225287,107906,0
GU,"09/23/2021",953,14098,229123,110146,0
GU,"09/30/2021",943,15041,234734,113258,0
GU,"10/07/2021",886,15927,238538,115277,0
GU,"10/14/2021",763,16690,243942,117100,0
GU,"10/21/2021",689,17379,247846,118496,5626
GU,"10/28/2021",661,18040,254958,120842,9115
GU,"11/04/2021",467,18507,257304,121410,10518
GU,"11/11/2021",333,18840,261657,122123,13592
GU,"11/18/2021",200,19040,265958,122625,16765
GU,"11/25/2021",106,19146,272325,123273,21079
GU,"12/02/2021",81,19227,276837,123857,23771
GU,"12/09/2021",73,19300,282780,124685,26999
GU,"12/16/2021",57,19357,287654,125736,29649
GU,"12/23/2021",70,19427,291338,126582,31629
GU,"12/30/2021",139,19566,292986,127007,32433
GU,"01/06/2022",785,20351,295361,127519,33677
GU,"01/13/2022",2128,22479,298159,128105,35371
GU,"01/20/2022",3278,25757,304807,129152,39437
GU,"01/27/2022",4464,30221,309865,130323,42133
GU,"02/03/2022",4389,34610,315234,131450,45247
GU,"02/10/2022",4062,38672,320183,132546,47915
GU,"02/17/2022",3108,41780,325017,133741,49498
GU,"02/24/2022",2056,43836,329166,134682,51716
GU,"03/03/2022",1405,45241,333247,135603,53810
GU,"03/10/2022",759,46000,335810,136173,55270
GU,"03/17/2022",650,46650,340048,137299,57332
GU,"03/24/2022",359,47009,342257,137979,58333
GU,"03/31/2022",256,47265,343500,138305,59036
GU,"04/07/2022",249,47514,344395,138518,59447
GU,"04/14/2022",168,47682,345795,138743,60033
GU,"04/21/2022",220,47902,347238,138974,60385
GU,"04/28/2022",211,48113,348862,139143,60845
GU,"05/05/2022",189,48302,350280,139361,61200
GU,"05/12/2022",167,48469,353335,139697,61907
GU,"05/19/2022",197,48666,354980,139882,62355
GU,"05/26/2022",241,48907,356132,140022,62651
GU,"06/02/2022",355,49262,357251,140138,62952
GU,"06/09/2022",517,49779,359069,140392,63701
GU,"06/16/2022",706,50485,361088,140593,64469
HI,"12/17/2020",856,19927,1853,0,""
HI,"12/24/2020",897,20824,12826,0,""
HI,"12/31/2020",687,21511,24992,0,""
HI,"01/07/2021",1131,22642,33234,0,""
HI,"01/14/2021",1362,24004,5001,0,""
HI,"01/21/2021",889,24893,79414,0,""
HI,"01/28/2021",817,25710,103944,0,""
HI,"02/04/2021",613,26323,151107,0,""
HI,"02/11/2021",483,26806,200618,0,""
HI,"02/18/2021",327,27133,247392,0,""
HI,"02/25/2021",346,27479,348897,0,""
HI,"03/04/2021",317,27796,411264,0,""
HI,"03/11/2021",406,28202,489283,188723,""
HI,"03/18/2021",455,28657,572716,219607,""
HI,"03/25/2021",646,29303,642642,242800,""
HI,"04/01/2021",827,30130,717790,276272,""
HI,"04/08/2021",703,30833,798942,322180,""
HI,"04/15/2021",662,31495,895171,379371,""
HI,"04/22/2021",637,32132,1104900,451914,""
HI,"04/29/2021",604,32736,1209189,496734,""
HI,"05/06/2021",739,33475,1264550,524415,""
HI,"05/13/2021",622,34097,1413166,592676,""
HI,"05/20/2021",601,34698,1511715,640679,""
HI,"05/27/2021",375,35073,1565795,667016,""
HI,"06/03/2021",375,35448,1595283,677530,""
HI,"06/10/2021",372,35820,1620631,691802,""
HI,"06/17/2021",393,36213,1649657,712370,""
HI,"06/24/2021",309,36522,1668004,725008,""
HI,"07/01/2021",326,36848,1680216,733872,""
HI,"07/08/2021",378,37226,1691137,741187,""
HI,"07/15/2021",590,37816,1700838,747409,""
HI,"07/22/2021",995,38811,1706014,752060,""
HI,"07/29/2021",1587,40398,1715831,756640,""
HI,"08/05/2021",2820,43218,1725776,760933,""
HI,"08/12/2021",4032,47250,1737962,765742,""
HI,"08/19/2021",4815,52065,1752421,771347,""
HI,"08/26/2021",5544,57609,1767916,776863,0
HI,"09/02/2021",5897,63506,1787222,784039,0
HI,"09/09/2021",4903,68409,1812251,793060,0
HI,"09/16/2021",4165,72574,1835332,802608,0
HI,"09/23/2021",3349,75923,1852930,810879,0
HI,"09/30/2021",2432,78355,1875555,819498,0
HI,"10/07/2021",1741,80096,1902836,827347,0
HI,"10/14/2021",1148,81244,1924619,833274,0
HI,"10/21/2021",911,82155,1948246,839645,55143
HI,"10/28/2021",980,83135,1969150,844740,67368
HI,"11/04/2021",758,83893,1993460,849052,82523
HI,"11/11/2021",785,84678,2020262,853449,95164
HI,"11/18/2021",689,85367,2046792,856956,107161
HI,"11/25/2021",673,86040,2070008,859993,117568
HI,"12/02/2021",600,86640,2095181,867081,127562
HI,"12/09/2021",728,87368,2128223,878079,140352
HI,"12/16/2021",1565,88933,2151776,885913,149693
HI,"12/23/2021",5797,94730,2202894,894261,157428
HI,"12/30/2021",12308,107038,2244695,900918,162981
HI,"01/06/2022",20135,127173,2280397,906741,167742
HI,"01/13/2022",32226,159399,2636108,1054993,433837
HI,"01/20/2022",29495,188894,2660175,1067458,463038
HI,"01/27/2022",22197,211091,2694859,1071963,486492
HI,"02/03/2022",12690,223781,2725469,1077114,505944
HI,"02/10/2022",6725,230506,2751155,1082655,520453
HI,"02/17/2022",3388,233894,2785446,1088154,530755
HI,"02/24/2022",1927,235821,2798201,1091528,537275
HI,"03/03/2022",1284,237105,2809837,1094684,542711
HI,"03/10/2022",948,238053,2819420,1097154,546410
HI,"03/17/2022",713,238766,2826979,1098786,549856
HI,"03/24/2022",815,239581,2833712,1100143,553043
HI,"03/31/2022",956,240537,2838807,1101128,555558
HI,"04/07/2022",1144,241681,2849844,1102474,557557
HI,"04/14/2022",1447,243128,2872921,1104412,560697
HI,"04/21/2022",2178,245306,2890983,1106043,563034
HI,"04/28/2022",3056,248362,2907844,1107310,565238
HI,"05/05/2022",4344,252706,2927595,1108717,569239
HI,"05/12/2022",6133,258839,2942667,1109895,571694
HI,"05/19/2022",7405,266244,2957098,1111079,574027
HI,"05/26/2022",8813,275057,2974881,1112404,577069
HI,"06/02/2022",8645,283702,2988244,1113359,580034
HI,"06/09/2022",8207,291909,3009640,1115231,585476
HI,"06/16/2022",6842,298751,3021612,1116139,588316
IA,"12/17/2020",10494,260774,1693,0,""
IA,"12/24/2020",11338,272112,21341,0,""
IA,"12/31/2020",7952,280064,45589,0,""
IA,"01/07/2021",10713,290777,74224,0,""
IA,"01/14/2021",10384,301161,120983,0,""
IA,"01/21/2021",7627,308788,158743,0,""
IA,"01/28/2021",7326,316114,212497,0,""
IA,"02/04/2021",6194,322308,279252,0,""
IA,"02/11/2021",4753,327061,387370,0,""
IA,"02/18/2021",3846,330907,507650,0,""
IA,"02/25/2021",3758,334665,631160,0,""
IA,"03/04/2021",3497,338162,773314,0,""
IA,"03/11/2021",3219,341381,999390,339509,""
IA,"03/18/2021",2889,344270,1182560,441682,""
IA,"03/25/2021",3323,347593,1369302,530038,""
IA,"04/01/2021",3811,351404,1567904,621545,""
IA,"04/08/2021",3798,355202,1765354,712554,""
IA,"04/15/2021",3187,358389,2001742,838544,""
IA,"04/22/2021",3329,361718,2176895,936258,""
IA,"04/29/2021",2579,364297,2351211,1046172,""
IA,"05/06/2021",2420,366717,2495695,1153092,""
IA,"05/13/2021",1993,368710,2612715,1241247,""
IA,"05/20/2021",1344,370054,2717558,1310692,""
IA,"05/27/2021",973,371027,2808476,1360138,""
IA,"06/03/2021",587,371614,2858476,1390163,""
IA,"06/10/2021",573,372187,2914925,1427923,""
IA,"06/17/2021",574,372761,2963998,1464586,""
IA,"06/24/2021",457,373218,3004010,1491517,""
IA,"07/01/2021",514,373732,3039341,1515827,""
IA,"07/08/2021",651,374383,3061232,1529887,""
IA,"07/15/2021",895,375278,3083142,1541212,""
IA,"07/22/2021",1395,376673,3106922,1552448,""
IA,"07/29/2021",2158,378831,3132842,1562631,""
IA,"08/05/2021",3570,382401,3163613,1574118,""
IA,"08/12/2021",4872,387273,3196044,1584976,""
IA,"08/19/2021",5697,392970,3235353,1600378,""
IA,"08/26/2021",7112,400082,3276425,1618205,0
IA,"09/02/2021",8308,408390,3315438,1637139,0
IA,"09/09/2021",8762,417152,3349112,1654065,0
IA,"09/16/2021",11365,428517,3384399,1672372,0
IA,"09/23/2021",12163,440680,3416694,1689691,0
IA,"09/30/2021",10812,451492,3452574,1702842,0
IA,"10/07/2021",9860,461352,3514279,1715447,0
IA,"10/14/2021",8167,469519,3563074,1726571,0
IA,"10/21/2021",6907,476426,3613995,1737500,129752
IA,"10/28/2021",6983,483409,3690242,1748251,185329
IA,"11/04/2021",7643,491052,3796829,1758689,269243
IA,"11/11/2021",8227,499279,3914972,1767867,354571
IA,"11/18/2021",9234,508513,4039408,1776160,430365
IA,"11/25/2021",10346,518859,4130627,1782766,495597
IA,"12/02/2021",9362,528221,4232948,1795954,565683
IA,"12/09/2021",12812,541033,4356654,1819836,646626
IA,"12/16/2021",11865,552898,4461143,1838496,715752
IA,"12/23/2021",9565,562463,4556310,1851080,779843
IA,"12/30/2021",10569,573032,4624085,1860149,824277
IA,"01/06/2022",18996,592028,4679330,1869493,858228
IA,"01/13/2022",34308,626336,4735965,1879386,893153
IA,"01/20/2022",38574,664910,4783551,1892560,922823
IA,"01/27/2022",34949,699859,4820910,1900354,944368
IA,"02/03/2022",22730,722589,4852862,1909011,961030
IA,"02/10/2022",12833,735422,4877323,1914551,973198
IA,"02/17/2022",7863,743285,4901210,1920753,983610
IA,"02/24/2022",4363,747648,4918082,1925828,991506
IA,"03/03/2022",6838,754486,4932514,1930254,998197
IA,"03/10/2022",1738,756224,4944249,1933694,1003576
IA,"03/17/2022",1005,757229,4954495,1936826,1008197
IA,"03/24/2022",716,757945,4963635,1939278,1012639
IA,"03/31/2022",470,758415,4974109,1941797,1017772
IA,"04/07/2022",921,759336,5005526,1944823,1022271
IA,"04/14/2022",891,760227,5037237,1947602,1026262
IA,"04/21/2022",1098,761325,5070677,1950507,1030245
IA,"04/28/2022",1728,763053,5101035,1953232,1034239
IA,"05/05/2022",2124,765177,5128472,1955644,1037887
IA,"05/12/2022",3161,768338,5151232,1957931,1041123
IA,"05/19/2022",3843,772181,5174290,1960008,1044416
IA,"05/26/2022",3955,776136,5198496,1962123,1048291
IA,"06/02/2022",3857,779993,5216469,1963744,1051592
IA,"06/09/2022",4276,784269,5234849,1965565,1055534
IA,"06/16/2022",3996,788265,5251360,1967207,1059134
ID,"12/17/2020",9249,125452,0,0,""
ID,"12/24/2020",8533,133985,0,0,""
ID,"12/31/2020",5880,139865,13614,0,""
ID,"01/07/2021",6245,146110,22822,0,""
ID,"01/14/2021",6255,152365,42586,0,""
ID,"01/21/2021",5223,157588,73372,0,""
ID,"01/28/2021",3624,161212,102800,0,""
ID,"02/04/2021",2951,164163,141897,0,""
ID,"02/11/2021",2390,166553,214063,0,""
ID,"02/18/2021",1801,168354,278474,0,""
ID,"02/25/2021",1938,170292,356987,0,""
ID,"03/04/2021",1996,172288,428196,0,""
ID,"03/11/2021",1957,174245,507965,187365,""
ID,"03/18/2021",2216,176461,586497,224667,""
ID,"03/25/2021",2084,178545,678747,262073,""
ID,"04/01/2021",1993,180538,766703,300140,""
ID,"04/08/2021",1993,182531,855028,343296,""
ID,"04/15/2021",1817,184348,929172,385531,""
ID,"04/22/2021",1410,185758,1004155,433065,""
ID,"04/29/2021",1509,187267,1066942,475681,""
ID,"05/06/2021",1167,188434,1116681,508582,""
ID,"05/13/2021",1152,189586,1160043,538266,""
ID,"05/20/2021",1125,190711,1193617,560127,""
ID,"05/27/2021",1025,191736,1223895,577568,""
ID,"06/03/2021",743,192479,1243355,589073,""
ID,"06/10/2021",813,193292,1265340,602843,""
ID,"06/17/2021",626,193918,1292554,623791,""
ID,"06/24/2021",600,194518,1306006,632531,""
ID,"07/01/2021",478,194996,1325701,645372,""
ID,"07/08/2021",555,195551,1337388,651402,""
ID,"07/15/2021",939,196490,1348106,657334,""
ID,"07/22/2021",1290,197780,1357254,661753,""
ID,"07/29/2021",1736,199516,1369189,666444,""
ID,"08/05/2021",3153,202669,1383514,671709,""
ID,"08/12/2021",3854,206523,1397994,676878,""
ID,"08/19/2021",5010,211533,1418000,684003,""
ID,"08/26/2021",4528,216061,1444106,694229,0
ID,"09/02/2021",6491,222552,1466935,703071,0
ID,"09/09/2021",7045,229597,1487910,711575,0
ID,"09/16/2021",8718,238315,1514700,723255,0
ID,"09/23/2021",8434,246749,1538904,734326,0
ID,"09/30/2021",8668,255417,1565695,743735,0
ID,"10/07/2021",9245,264662,1601939,753593,0
ID,"10/14/2021",7963,272625,1630094,761719,0
ID,"10/21/2021",8845,281470,1659029,770320,65816
ID,"10/28/2021",7453,288923,1699050,780855,88830
ID,"11/04/2021",5562,294485,1747860,788073,122751
ID,"11/11/2021",4149,298634,1792497,795014,153755
ID,"11/18/2021",3209,301843,1825208,800023,176516
ID,"11/25/2021",3287,305130,1860658,805110,201254
ID,"12/02/2021",2432,307562,1895988,810070,225763
ID,"12/09/2021",3099,310661,1939118,815372,256643
ID,"12/16/2021",2380,313041,1974316,819986,281754
ID,"12/23/2021",2229,315270,2007688,824055,305096
ID,"12/30/2021",3188,318458,2022021,826087,314456
ID,"01/06/2022",5507,323965,2040976,828885,326549
ID,"01/13/2022",10121,334086,2063086,832359,340650
ID,"01/20/2022",14863,348949,2108977,850304,354788
ID,"01/27/2022",19716,368665,2304792,930708,364707
ID,"02/03/2022",16076,384741,2321666,935189,372002
ID,"02/10/2022",13127,397868,2334941,939111,377646
ID,"02/17/2022",11263,409131,2347496,944030,381847
ID,"02/24/2022",10037,419168,2360131,947620,385406
ID,"03/03/2022",10305,429473,2369918,950457,388623
ID,"03/10/2022",6546,436019,2377374,952719,391069
ID,"03/17/2022",4721,440740,2383661,954809,393133
ID,"03/24/2022",2534,443274,2389645,956589,395234
ID,"03/31/2022",639,443913,2395288,958184,397202
ID,"04/07/2022",612,444525,2408284,960032,399620
ID,"04/14/2022",382,444907,2422490,961810,401987
ID,"04/21/2022",441,445348,2436736,963979,404380
ID,"04/28/2022",472,445820,2447710,965384,406325
ID,"05/05/2022",728,446548,2457740,966710,408190
ID,"05/12/2022",992,447540,2485842,975628,409978
ID,"05/19/2022",1214,448754,2511189,991015,411819
ID,"05/26/2022",1583,450337,2536104,993164,426558
ID,"06/02/2022",1748,452085,2544159,994237,428451
ID,"06/09/2022",2492,454577,2553067,995323,430602
ID,"06/16/2022",2449,457026,2561404,996428,432595
IL,"12/17/2020",58170,870601,0,0,""
IL,"12/24/2020",47465,918066,80089,0,""
IL,"12/31/2020",37315,955381,148860,0,""
IL,"01/07/2021",43907,999288,235686,0,""
IL,"01/14/2021",46742,1046030,437269,0,""
IL,"01/21/2021",35330,1081360,570527,0,""
IL,"01/28/2021",30826,1112186,823325,0,""
IL,"02/04/2021",22045,1134231,1178369,0,""
IL,"02/11/2021",18764,1152995,1604830,0,""
IL,"02/18/2021",13718,1166713,2037388,0,""
IL,"02/25/2021",12630,1179343,2519447,0,""
IL,"03/04/2021",12175,1191518,3107699,0,""
IL,"03/11/2021",11191,1202709,3777731,1245707,""
IL,"03/18/2021",11057,1213766,4584510,1637747,""
IL,"03/25/2021",13938,1227704,5287852,1872114,""
IL,"04/01/2021",16883,1244587,6073419,2140575,""
IL,"04/08/2021",20872,1265459,6860904,2469095,""
IL,"04/15/2021",23476,1288935,7723702,2948062,""
IL,"04/22/2021",20617,1309552,8606345,3403952,""
IL,"04/29/2021",18903,1328455,9335649,3790076,""
IL,"05/06/2021",17941,1346396,9859955,4097876,""
IL,"05/13/2021",13351,1359747,10434159,4472084,""
IL,"05/20/2021",10591,1370338,10947955,4750034,""
IL,"05/27/2021",8054,1378392,11454543,4978526,""
IL,"06/03/2021",4664,1383056,11748935,5113364,""
IL,"06/10/2021",3196,1386252,12077496,5290097,""
IL,"06/17/2021",2059,1388311,12457407,5538524,""
IL,"06/24/2021",1571,1389882,12680771,5663008,""
IL,"07/01/2021",1861,1391743,13002032,5865479,""
IL,"07/08/2021",2497,1394240,13130458,5931888,""
IL,"07/15/2021",4173,1398413,13290265,6010374,""
IL,"07/22/2021",6056,1404469,13433726,6073610,""
IL,"07/29/2021",11104,1415573,13563669,6123702,""
IL,"08/05/2021",14692,1430265,13765464,6194696,""
IL,"08/12/2021",20829,1451094,13936712,6255348,""
IL,"08/19/2021",23191,1474285,14231724,6344469,""
IL,"08/26/2021",24737,1499022,14410870,6423656,0
IL,"09/02/2021",29098,1528120,14698120,6512907,0
IL,"09/09/2021",26216,1554336,14838317,6570286,0
IL,"09/16/2021",28056,1582392,15007332,6646904,0
IL,"09/23/2021",22928,1605320,15149254,6715405,0
IL,"09/30/2021",18844,1624164,15320266,6780671,0
IL,"10/07/2021",19829,1643993,15539702,6840978,0
IL,"10/14/2021",16891,1660884,15696131,6886348,0
IL,"10/21/2021",14910,1675794,15701304,6889496,266408
IL,"10/28/2021",14479,1690273,15705319,6898819,271767
IL,"11/04/2021",15509,1705782,16434312,7690351,934971
IL,"11/11/2021",21852,1727634,16870913,7755904,1210795
IL,"11/18/2021",24868,1752502,16983006,7700203,1457539
IL,"11/25/2021",32398,1784900,17604565,7776092,1716812
IL,"12/02/2021",31094,1815994,17941198,7805286,1967662
IL,"12/09/2021",51918,1867912,18514016,7942254,2281814
IL,"12/16/2021",53522,1921434,18974384,8025343,2583317
IL,"12/23/2021",80926,2002360,19467073,8091967,2905263
IL,"12/30/2021",116802,2119162,19742882,8114639,3110345
IL,"01/06/2022",176283,2295445,20156464,8193461,3311210
IL,"01/13/2022",227508,2522953,20538619,8249223,3529186
IL,"01/20/2022",186521,2709474,20863825,8310950,3724378
IL,"01/27/2022",157825,2867299,21132051,8357859,3883514
IL,"02/03/2022",71800,2939099,21402535,8428885,4019036
IL,"02/10/2022",42977,2982076,21503681,8461913,4070577
IL,"02/17/2022",25845,3007921,21627616,8499176,4132976
IL,"02/24/2022",14656,3022577,21736793,8535116,4176295
IL,"03/03/2022",12054,3034631,21829107,8566628,4217018
IL,"03/10/2022",7814,3042445,21906684,8597474,4251180
IL,"03/17/2022",8124,3050569,21961680,8614072,4280105
IL,"03/24/2022",7560,3058129,22022005,8633065,4312133
IL,"03/31/2022",8454,3066583,22070985,8646386,4339117
IL,"04/07/2022",9991,3076574,22201667,8664361,4368841
IL,"04/14/2022",12108,3088682,22347239,8681595,4396270
IL,"04/21/2022",17927,3106609,22433149,8685693,4415974
IL,"04/28/2022",21527,3128136,22583411,8708021,4447651
IL,"05/05/2022",29317,3157453,22705514,8724048,4477035
IL,"05/12/2022",37793,3195246,22886032,8760011,4533764
IL,"05/19/2022",42043,3237289,22996086,8775567,4563263
IL,"05/26/2022",37068,3274357,22998234,8751145,4584714
IL,"06/02/2022",32406,3306763,23122078,8769351,4611777
IL,"06/09/2022",35779,3342542,23115699,8743414,4621091
IL,"06/16/2022",28720,3371262,23201025,8754366,4645258
IN,"12/17/2020",42433,440850,686,0,""
IN,"12/24/2020",35688,476538,33635,0,""
IN,"12/31/2020",28482,505020,74351,0,""
IN,"01/07/2021",34209,539229,137212,0,""
IN,"01/14/2021",34890,574119,258457,0,""
IN,"01/21/2021",24194,598313,387137,0,""
IN,"01/28/2021",18863,617176,552144,0,""
IN,"02/04/2021",14157,631333,671191,0,""
IN,"02/11/2021",11972,643305,832031,0,""
IN,"02/18/2021",8148,651453,1125976,0,""
IN,"02/25/2021",6592,658045,1459296,0,""
IN,"03/04/2021",5466,663511,1697536,0,""
IN,"03/11/2021",5654,669165,1979075,765301,""
IN,"03/18/2021",5269,674434,2252443,893151,""
IN,"03/25/2021",5607,680041,2540707,1011271,""
IN,"04/01/2021",6452,686493,2840511,1147247,""
IN,"04/08/2021",6960,693453,3158259,1298097,""
IN,"04/15/2021",8519,701972,3509410,1449816,""
IN,"04/22/2021",8639,710611,3811526,1598850,""
IN,"04/29/2021",6952,717563,4089471,1767251,""
IN,"05/06/2021",7796,725359,4360742,1940977,""
IN,"05/13/2021",6451,731810,4621947,2106606,""
IN,"05/20/2021",5472,737282,4844506,2240373,""
IN,"05/27/2021",4417,741699,5028975,2342184,""
IN,"06/03/2021",2780,744479,5141173,2405517,""
IN,"06/10/2021",3323,747802,5244854,2468780,""
IN,"06/17/2021",2366,750168,5427988,2594530,""
IN,"06/24/2021",1942,752110,5513454,2643394,""
IN,"07/01/2021",1818,753928,5600334,2693550,""
IN,"07/08/2021",2150,756078,5867459,2883877,""
IN,"07/15/2021",2983,759061,5924769,2915266,""
IN,"07/22/2021",3776,762837,5984853,2943569,""
IN,"07/29/2021",5788,768625,6049790,2968638,""
IN,"08/05/2021",8799,777424,6120501,2994681,""
IN,"08/12/2021",13502,790926,6188855,3020153,""
IN,"08/19/2021",18619,809545,6266180,3053349,""
IN,"08/26/2021",24423,833968,6354045,3089614,0
IN,"09/02/2021",28967,862935,6447041,3128226,0
IN,"09/09/2021",26314,889249,6498918,3150899,0
IN,"09/16/2021",29441,918690,6579742,3188114,0
IN,"09/23/2021",23439,942129,6659955,3230161,0
IN,"09/30/2021",18875,961004,6746850,3256806,0
IN,"10/07/2021",17747,978751,6866334,3283336,0
IN,"10/14/2021",15247,993998,6961917,3308024,0
IN,"10/21/2021",12506,1006504,7048145,3328319,237121
IN,"10/28/2021",11288,1017792,7143665,3345526,298801
IN,"11/04/2021",11547,1029339,7308293,3364015,422410
IN,"11/11/2021",14259,1043598,7427755,3376239,504008
IN,"11/18/2021",18193,1061791,7555848,3388095,581949
IN,"11/25/2021",22697,1084488,7716326,3401497,689378
IN,"12/02/2021",22701,1107189,7819045,3414969,757985
IN,"12/09/2021",32962,1140151,8027764,3442983,896891
IN,"12/16/2021",30804,1170955,8230014,3472742,1033233
IN,"12/23/2021",29971,1200926,8422387,3489580,1168220
IN,"12/30/2021",33993,1234919,8511980,3500787,1227674
IN,"01/06/2022",64561,1299480,8589967,3511958,1276569
IN,"01/13/2022",94094,1393574,8740716,3533415,1369113
IN,"01/20/2022",96929,1490503,8885173,3559019,1457827
IN,"01/27/2022",84304,1574807,8974626,3573081,1506282
IN,"02/03/2022",61215,1636022,9048887,3591649,1541313
IN,"02/10/2022",19106,1655128,9090509,3605880,1557964
IN,"02/17/2022",16171,1671299,9144662,3622333,1577931
IN,"02/24/2022",7329,1678628,9181342,3633484,1593175
IN,"03/03/2022",4037,1682665,9215368,3642282,1608391
IN,"03/10/2022",3329,1685994,9243373,3650556,1619856
IN,"03/17/2022",1922,1687916,9269896,3658109,1630832
IN,"03/24/2022",1746,1689662,9293218,3663884,1641169
IN,"03/31/2022",1381,1691043,9315557,3669304,1651015
IN,"04/07/2022",1200,1692243,9369479,3675056,1663277
IN,"04/14/2022",1322,1693565,9423293,3679983,1672960
IN,"04/21/2022",2171,1695736,9470295,3684586,1682054
IN,"04/28/2022",5034,1700770,9510792,3688866,1690487
IN,"05/05/2022",4615,1705385,9549046,3693218,1698456
IN,"05/12/2022",5888,1711273,9584378,3697372,1706034
IN,"05/19/2022",7222,1718495,9618812,3701189,1713371
IN,"05/26/2022",9323,1727818,9723216,3716190,1724117
IN,"06/02/2022",7753,1735571,9748016,3719174,1730021
IN,"06/09/2022",9549,1745120,9776752,3723463,1736962
IN,"06/16/2022",7986,1753106,10037673,3791496,1804406
KS,"12/17/2020",15020,196503,187,0,""
KS,"12/24/2020",15120,211623,8822,0,""
KS,"12/31/2020",12451,224074,13708,0,""
KS,"01/07/2021",14134,238208,36538,0,""
KS,"01/14/2021",14986,253194,97586,0,""
KS,"01/21/2021",11344,264538,130434,0,""
KS,"01/28/2021",9281,273819,190301,0,""
KS,"02/04/2021",6468,280287,251425,0,""
KS,"02/11/2021",5936,286223,332923,0,""
KS,"02/18/2021",3828,290051,417825,0,""
KS,"02/25/2021",4088,294139,542433,0,""
KS,"03/04/2021",2248,296387,661143,0,""
KS,"03/11/2021",2074,298461,796242,284796,""
KS,"03/18/2021",1542,300003,959395,348321,""
KS,"03/25/2021",1425,301428,1140488,420310,""
KS,"04/01/2021",1407,302835,1311354,499609,""
KS,"04/08/2021",1388,304223,1523795,593710,""
KS,"04/15/2021",1539,305762,1720398,709852,""
KS,"04/22/2021",1487,307249,1879973,814109,""
KS,"04/29/2021",1604,308853,1997118,902408,""
KS,"05/06/2021",1546,310399,2085350,970096,""
KS,"05/13/2021",1249,311648,2179220,1040979,""
KS,"05/20/2021",1213,312861,2235270,1073596,""
KS,"05/27/2021",1124,313985,2298485,1104499,""
KS,"06/03/2021",849,314834,2331271,1122149,""
KS,"06/10/2021",924,315758,2375442,1148616,""
KS,"06/17/2021",804,316562,2422300,1181375,""
KS,"06/24/2021",784,317346,2451806,1199784,""
KS,"07/01/2021",1052,318398,2491712,1224715,""
KS,"07/08/2021",1451,319849,2513402,1236052,""
KS,"07/15/2021",1582,321431,2536338,1247097,""
KS,"07/22/2021",2946,324377,2564414,1259549,""
KS,"07/29/2021",4778,329155,2689117,1312724,""
KS,"08/05/2021",4346,333501,2731344,1326778,""
KS,"08/12/2021",11780,345281,2772910,1342688,""
KS,"08/19/2021",7434,352715,2821944,1363126,""
KS,"08/26/2021",9951,362666,2875746,1388653,0
KS,"09/02/2021",10807,373473,2928561,1413349,0
KS,"09/09/2021",9696,383169,2967624,1431569,0
KS,"09/16/2021",10804,393973,3010212,1453230,0
KS,"09/23/2021",8253,402226,3045775,1472376,0
KS,"09/30/2021",6919,409145,3085006,1490136,0
KS,"10/07/2021",6536,415681,3138093,1504832,0
KS,"10/14/2021",5966,421647,3196497,1520222,0
KS,"10/21/2021",5519,427166,3243579,1531735,94675
